BeginYear,EndYear,Year,name,page,file_name,value,download_links
1999,2000,1999-2000,examineation_links,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Examination&CycleBeginYear=1999,Muscle Strength,/Nchs/Nhanes/1999-2000/MSX.XPT,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/MSX.XPT
1999,2000,1999-2000,examineation_links,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Examination&CycleBeginYear=1999,Oral Health - Dentition,/Nchs/Nhanes/1999-2000/OHXDENT.XPT,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/OHXDENT.XPT
1999,2000,1999-2000,examineation_links,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Examination&CycleBeginYear=1999,Oral Health - Periodontal,/Nchs/Nhanes/1999-2000/OHXPERIO.XPT,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/OHXPERIO.XPT
1999,2000,1999-2000,examineation_links,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Examination&CycleBeginYear=1999,Oral Health - Recommendation of Care,/Nchs/Nhanes/1999-2000/OHXREF.XPT,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/OHXREF.XPT
1999,2000,1999-2000,examineation_links,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Examination&CycleBeginYear=1999,Shared Exclusion Questions,/Nchs/Nhanes/1999-2000/SEQ.XPT,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/SEQ.XPT
1999,2000,1999-2000,examineation_links,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Examination&CycleBeginYear=1999,Tuberculosis,/Nchs/Nhanes/1999-2000/TB.XPT,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/TB.XPT
1999,2000,1999-2000,examineation_links,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Examination&CycleBeginYear=1999,Vision,/Nchs/Nhanes/1999-2000/VIX.XPT,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/VIX.XPT
1999,2000,1999-2000,labratory_links,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory&CycleBeginYear=1999,Aflatoxin B1-lysine - Serum (Surplus),/Nchs/Nhanes/1999-2000/SSAFB_A.XPT,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/SSAFB_A.XPT
1999,2000,1999-2000,labratory_links,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory&CycleBeginYear=1999,Albumin & Creatinine - Urine,/Nchs/Nhanes/1999-2000/LAB16.XPT,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/LAB16.XPT
1999,2000,1999-2000,labratory_links,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory&CycleBeginYear=1999,Anti-Mullerian Hormone (AMH) & Inhibin-B (Surplus),/Nchs/Nhanes/1999-2000/SSAMH_A.XPT,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/SSAMH_A.XPT
1999,2000,1999-2000,labratory_links,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory&CycleBeginYear=1999,Autoantibodies - Immunofluorescence & Immunoprecipitation Analyses (Surplus),/Nchs/Nhanes/1999-2000/SSANA_A.XPT,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/SSANA_A.XPT
1999,2000,1999-2000,labratory_links,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory&CycleBeginYear=1999,Autoantibodies - Immunofluorescence Analyses (Surplus),/Nchs/Nhanes/1999-2000/SSANA2_A.XPT,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/SSANA2_A.XPT
1999,2000,1999-2000,labratory_links,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory&CycleBeginYear=1999,"Cadmium, Lead, Mercury, Cotinine & Nutritional Biochemistries",/Nchs/Nhanes/1999-2000/LAB06.XPT,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/LAB06.XPT
1999,2000,1999-2000,labratory_links,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory&CycleBeginYear=1999,Chlamydia & Gonorrhea - Urine,/Nchs/Nhanes/1999-2000/LAB05.XPT,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/LAB05.XPT
1999,2000,1999-2000,labratory_links,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory&CycleBeginYear=1999,Cholesterol - LDL & Triglycerides,/Nchs/Nhanes/1999-2000/LAB13AM.XPT,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/LAB13AM.XPT
1999,2000,1999-2000,labratory_links,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory&CycleBeginYear=1999,Cholesterol - Total & HDL,/Nchs/Nhanes/1999-2000/LAB13.XPT,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/LAB13.XPT
1999,2000,1999-2000,labratory_links,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory&CycleBeginYear=1999,Complete Blood Count with 5-part Differential - Whole Blood,/Nchs/Nhanes/1999-2000/LAB25.XPT,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/LAB25.XPT
1999,2000,1999-2000,labratory_links,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory&CycleBeginYear=1999,C-Reactive Protein (CRP),/Nchs/Nhanes/1999-2000/LAB11.XPT,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/LAB11.XPT
1999,2000,1999-2000,labratory_links,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory&CycleBeginYear=1999,Cryptosporidum & Toxoplasma,/Nchs/Nhanes/1999-2000/LAB17.XPT,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/LAB17.XPT
1999,2000,1999-2000,labratory_links,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory&CycleBeginYear=1999,Cystatin C - Serum (Surplus),/Nchs/Nhanes/1999-2000/SSCYST_A.XPT,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/SSCYST_A.XPT
1999,2000,1999-2000,labratory_links,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory&CycleBeginYear=1999,Cytomegalovirus Antibodies - Serum (Surplus),/Nchs/Nhanes/1999-2000/SSCMV_A.XPT,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/SSCMV_A.XPT
1999,2000,1999-2000,labratory_links,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory&CycleBeginYear=1999,Cytomegalovirus Genotypes - Urine (Surplus),/Nchs/Nhanes/1999-2000/SSCMVG_A.XPT,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/SSCMVG_A.XPT
1999,2000,1999-2000,labratory_links,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory&CycleBeginYear=1999,Cytomegalovirus shedding - Urine (Surplus),/Nchs/Nhanes/1999-2000/SSUCSH_A.XPT,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/SSUCSH_A.XPT
1999,2000,1999-2000,labratory_links,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory&CycleBeginYear=1999,"Dioxins, Furans, & Coplanar PCBs",/Nchs/Nhanes/1999-2000/LAB28POC.XPT,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/LAB28POC.XPT
1999,2000,1999-2000,labratory_links,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory&CycleBeginYear=1999,Fasting Questionnaire,/Nchs/Nhanes/1999-2000/PH.XPT,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/PH.XPT
1999,2000,1999-2000,labratory_links,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory&CycleBeginYear=1999,Folic Acid - Unmetabolized (Surplus),/Nchs/Nhanes/1999-2000/SSFOL_A.XPT,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/SSFOL_A.XPT
1999,2000,1999-2000,labratory_links,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory&CycleBeginYear=1999,Glycohemoglobin,/Nchs/Nhanes/1999-2000/LAB10.XPT,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/LAB10.XPT
1999,2000,1999-2000,labratory_links,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory&CycleBeginYear=1999,Hepatitis A Antibody,/Nchs/Nhanes/1999-2000/L02HPA_A.XPT,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/L02HPA_A.XPT
1999,2000,1999-2000,labratory_links,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory&CycleBeginYear=1999,Hepatitis B Surface Antibody,/Nchs/Nhanes/1999-2000/L02HBS.XPT,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/L02HBS.XPT
1999,2000,1999-2000,labratory_links,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory&CycleBeginYear=1999,Hepatitis B: Core Antibody & Surface Antigen; Hepatitis C: Confirmed Antibody & RNA (HCV-RNA); Hepatitis D Antibody,/Nchs/Nhanes/1999-2000/LAB02.XPT,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/LAB02.XPT
1999,2000,1999-2000,labratory_links,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory&CycleBeginYear=1999,Herpes Simplex Virus Type-1 & Type-2,/Nchs/Nhanes/1999-2000/LAB09.XPT,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/LAB09.XPT
1999,2000,1999-2000,labratory_links,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory&CycleBeginYear=1999,Herpes Simplex Virus Type-1 (Surplus),/Nchs/Nhanes/1999-2000/SSHSV1_A.XPT,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/SSHSV1_A.XPT
1999,2000,1999-2000,labratory_links,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory&CycleBeginYear=1999,"HIV Antibody Test, CD4+ T Lymphocytes & CD8+ T Cells",/Nchs/Nhanes/1999-2000/LAB03.XPT,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/LAB03.XPT
1999,2000,1999-2000,labratory_links,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory&CycleBeginYear=1999,Latex,/Nchs/Nhanes/1999-2000/LAB07.XPT,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/LAB07.XPT
1999,2000,1999-2000,labratory_links,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory&CycleBeginYear=1999,Lead - Dust,/Nchs/Nhanes/1999-2000/LAB20.XPT,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/LAB20.XPT
1999,2000,1999-2000,labratory_links,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory&CycleBeginYear=1999,"Measles, Rubella, & Varicella",/Nchs/Nhanes/1999-2000/LAB19.XPT,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/LAB19.XPT
1999,2000,1999-2000,labratory_links,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory&CycleBeginYear=1999,Mercury - Hair,/Nchs/Nhanes/1999-2000/LAB22.XPT,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/LAB22.XPT
1999,2000,1999-2000,labratory_links,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory&CycleBeginYear=1999,Metals - Urine,/Nchs/Nhanes/1999-2000/LAB06HM.XPT,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/LAB06HM.XPT
1999,2000,1999-2000,labratory_links,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory&CycleBeginYear=1999,Monoclonal gammopathy of undetermined significance (MGUS) (Surplus),/Nchs/Nhanes/1999-2000/SSOL_A.XPT,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/SSOL_A.XPT
1999,2000,1999-2000,labratory_links,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory&CycleBeginYear=1999,Mumps Antibody - Serum (Surplus),/Nchs/Nhanes/1999-2000/SSMUMP_A.XPT,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/SSMUMP_A.XPT
1999,2000,1999-2000,labratory_links,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory&CycleBeginYear=1999,Norovirus antibody - Serum ,/Nchs/Nhanes/1999-2000/SSNORO_A.XPT,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/SSNORO_A.XPT
1999,2000,1999-2000,labratory_links,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory&CycleBeginYear=1999,Perfluoroaokyl Chemicals - Serum (Surplus),/Nchs/Nhanes/1999-2000/SSPFC_A.XPT,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/SSPFC_A.XPT
1999,2000,1999-2000,labratory_links,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory&CycleBeginYear=1999,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",/Nchs/Nhanes/1999-2000/LAB26PP.XPT,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/LAB26PP.XPT
1999,2000,1999-2000,labratory_links,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory&CycleBeginYear=1999,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",/Nchs/Nhanes/1999-2000/PHPYPA.XPT,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/PHPYPA.XPT
1999,2000,1999-2000,labratory_links,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory&CycleBeginYear=1999,"Plasma Fasting Glucose, Serum C-peptide & Insulin",/Nchs/Nhanes/1999-2000/LAB10AM.XPT,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/LAB10AM.XPT
1999,2000,1999-2000,labratory_links,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory&CycleBeginYear=1999,Pregnancy Test - Urine,/Nchs/Nhanes/1999-2000/UC.XPT,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/UC.XPT
1999,2000,1999-2000,labratory_links,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory&CycleBeginYear=1999,Sex Steroid Hormone - Men (Surplus),/Nchs/Nhanes/1999-2000/SSCHL_A.XPT,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/SSCHL_A.XPT
1999,2000,1999-2000,labratory_links,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory&CycleBeginYear=1999,Standard Biochemistry Profile & Hormones,/Nchs/Nhanes/1999-2000/LAB18.XPT,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/LAB18.XPT
1999,2000,1999-2000,labratory_links,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory&CycleBeginYear=1999,Telomere Mean and Standard Deviation (Surplus),/Nchs/Nhanes/1999-2000/TELO_A.XPT,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/TELO_A.XPT
1999,2000,1999-2000,labratory_links,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory&CycleBeginYear=1999,Thyroid - Stimulating Hormone & Thyroxine (TSH & T4),/Nchs/Nhanes/1999-2000/LAB18T4.XPT,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/LAB18T4.XPT
1999,2000,1999-2000,labratory_links,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory&CycleBeginYear=1999,Trans Fatty Acids,/Nchs/Nhanes/1999-2000/TFA_A.XPT,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/TFA_A.XPT
1999,2000,1999-2000,labratory_links,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory&CycleBeginYear=1999,Transferrin Receptor - Pregnant Women (Surplus),/Nchs/Nhanes/1999-2000/SSTFR_A.XPT,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/SSTFR_A.XPT
1999,2000,1999-2000,labratory_links,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory&CycleBeginYear=1999,Varicella-Zoster Virus Antibody (Surplus),/Nchs/Nhanes/1999-2000/SSVARI_A.XPT,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/SSVARI_A.XPT
1999,2000,1999-2000,labratory_links,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory&CycleBeginYear=1999,Volatile Organic Compounds - Blood & Water,/Nchs/Nhanes/1999-2000/LAB04.XPT,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/LAB04.XPT
1999,2000,1999-2000,labratory_links,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Laboratory&CycleBeginYear=1999,Volatile Organic Compounds (VOC) - Personal Exposure Badge,/Nchs/Nhanes/1999-2000/LAB21.XPT,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/LAB21.XPT
1999,2000,1999-2000,demographic_links,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Demographics&CycleBeginYear=1999,Demographic Variables & Sample Weights,/Nchs/Nhanes/1999-2000/DEMO.XPT,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/DEMO.XPT
1999,2000,1999-2000,dietary_links,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Dietary&CycleBeginYear=1999,Dietary Interview - Individual Foods,/Nchs/Nhanes/1999-2000/DRXIFF.XPT,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/DRXIFF.XPT
1999,2000,1999-2000,dietary_links,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Dietary&CycleBeginYear=1999,Dietary Interview - Total Nutrient Intakes,/Nchs/Nhanes/1999-2000/DRXTOT.XPT,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/DRXTOT.XPT
1999,2000,1999-2000,dietary_links,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Dietary&CycleBeginYear=1999,Dietary Interview Technical Support File - Food Code Format File,/Nchs/Nhanes/1999-2000/DRXFMT.XPT,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/DRXFMT.XPT
1999,2000,1999-2000,dietary_links,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Dietary&CycleBeginYear=1999,Dietary Supplement Database - Blend Information,/Nchs/Nhanes/1999-2000/DSBI.XPT,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/DSBI.XPT
1999,2000,1999-2000,dietary_links,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Dietary&CycleBeginYear=1999,Dietary Supplement Database - Ingredient Information,/Nchs/Nhanes/1999-2000/DSII.XPT,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/DSII.XPT
1999,2000,1999-2000,dietary_links,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Dietary&CycleBeginYear=1999,Dietary Supplement Database - Product Information,/Nchs/Nhanes/1999-2000/DSPI.XPT,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/DSPI.XPT
1999,2000,1999-2000,dietary_links,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Dietary&CycleBeginYear=1999,"Dietary Supplement Use 30-Day - File 1, Supplement Counts",/Nchs/Nhanes/1999-2000/DSQFILE1.XPT,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/DSQFILE1.XPT
1999,2000,1999-2000,dietary_links,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Dietary&CycleBeginYear=1999,"Dietary Supplement Use 30-Day - File 2, Participant's Use of Supplements",/Nchs/Nhanes/1999-2000/DSQFILE2.XPT,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/DSQFILE2.XPT
2001,2002,2001-2002,examineation_links,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Examination&CycleBeginYear=2001,Audiometry,/Nchs/Nhanes/2001-2002/AUX_B.XPT,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/AUX_B.XPT
2001,2002,2001-2002,examineation_links,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Examination&CycleBeginYear=2001,Audiometry - Acoustic Reflex,/Nchs/Nhanes/2001-2002/AUXAR_B.XPT,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/AUXAR_B.XPT
2001,2002,2001-2002,examineation_links,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Examination&CycleBeginYear=2001,Audiometry - Tympanometry,/Nchs/Nhanes/2001-2002/AUXTYM_B.XPT,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/AUXTYM_B.XPT
2001,2002,2001-2002,examineation_links,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Examination&CycleBeginYear=2001,Balance,/Nchs/Nhanes/2001-2002/BAX_B.XPT,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/BAX_B.XPT
2001,2002,2001-2002,examineation_links,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Examination&CycleBeginYear=2001,Bioelectrical Impedance Analysis,/Nchs/Nhanes/2001-2002/BIX_B.XPT,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/BIX_B.XPT
2001,2002,2001-2002,examineation_links,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Examination&CycleBeginYear=2001,Blood Pressure,/Nchs/Nhanes/2001-2002/BPX_B.XPT,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/BPX_B.XPT
2001,2002,2001-2002,examineation_links,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Examination&CycleBeginYear=2001,Body Measures,/Nchs/Nhanes/2001-2002/BMX_B.XPT,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/BMX_B.XPT
2001,2002,2001-2002,examineation_links,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Examination&CycleBeginYear=2001,Cardiovascular Fitness,/Nchs/Nhanes/2001-2002/CVX_B.XPT,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/CVX_B.XPT
2001,2002,2001-2002,examineation_links,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Examination&CycleBeginYear=2001,"Dual-Energy X-ray Absorptiometry - Whole Body, Second Exam",/Nchs/Nhanes/2001-2002/DXX_2_B.XPT,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/DXX_2_B.XPT
2001,2002,2001-2002,examineation_links,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Examination&CycleBeginYear=2001,Lower Extremity Disease - Ankle Brachial Blood Pressure Index,/Nchs/Nhanes/2001-2002/LEXAB_B.XPT,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/LEXAB_B.XPT
2001,2002,2001-2002,examineation_links,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Examination&CycleBeginYear=2001,Lower Extremity Disease - Peripheral Neuropathy,/Nchs/Nhanes/2001-2002/LEXPN_B.XPT,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/LEXPN_B.XPT
2001,2002,2001-2002,examineation_links,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Examination&CycleBeginYear=2001,Muscle Strength,/Nchs/Nhanes/2001-2002/MSX_B.XPT,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/MSX_B.XPT
2001,2002,2001-2002,examineation_links,https://wwwn.cdc.gov/nchs/nhanes/search/datapage.aspx?Component=Examination&CycleBeginYear=2001,Oral Health - Dentition,/Nchs/Nhanes/2001-2002/OHXDEN_B.XPT,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/OHXDEN_B.XPT
